Asset sticker,Req/PO/Ticket No.,Serial No.,Date ordered,Type,Ordered By,Assigned email,Staff ID,Department,Date assigned,Date returned,e-wasted? Y/N,Cost
UOM000953,wk-51593,IX12385jS,11/10/2022,Printer,Alice Johnson,emma.jones@unimelb.edu.au,8089,Social Work,9/09/2024,,N,115.64
UOM000954,Pv-96034,kU27131JY,18/01/2022,Server,David Brown,henry.moore@unimelb.edu.au,6300,Social Work,6/09/2023,18/02/2024,Y,9962.35
UOM000955,aB-49342,sk72184pM,21/09/2021,Printer,Henry Moore,david.brown@unimelb.edu.au,5741,Nursing,29/01/2025,8/05/2025,N,106.02
UOM000956,hJ-38437,QM66865rO,16/03/2023,Server,Emma Jones,henry.moore@unimelb.edu.au,6300,Nursing,17/08/2023,31/12/2024,N,8148.96
UOM000957,TP-34705,Oz82725Bq,5/10/2024,Server,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Physio,7/03/2025,4/05/2025,N,7855.1
UOM000958,Iz-78057,mb40124KR,5/05/2023,Laptop,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,Nursing,19/08/2023,22/10/2023,Y,2312.9
UOM000959,Jh-82908,SI54174YY,29/09/2024,Server,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,Social Work,28/01/2025,20/02/2025,N,3679.37
UOM000960,ki-44928,ju02210eX,4/04/2025,Monitor,Grace Wilson,alice.johnson@unimelb.edu.au,2417,Social Work,12/04/2025,,N,652.2
UOM000961,Vd-41671,Gp68296dh,17/12/2020,Monitor,Henry Moore,bob.smith@unimelb.edu.au,5312,DOVS,30/08/2024,15/05/2025,N,359.15
UOM000962,HC-76792,Vo08774KZ,17/09/2021,Server,Alice Johnson,emma.jones@unimelb.edu.au,8089,DOVS,31/03/2024,,N,8165.11
UOM000963,IT-63977,vQ20122yO,26/04/2023,Laptop,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,DOVS,23/06/2023,4/08/2024,N,2239.6
UOM000964,Gc-98176,Wk32531mJ,2/09/2020,Server,Jack Anderson,emma.jones@unimelb.edu.au,8089,Physio,4/09/2020,1/04/2025,N,7602.44
UOM000965,tv-51512,Xl29204TQ,4/12/2024,Desktop,Henry Moore,alice.johnson@unimelb.edu.au,2417,DOVS,11/02/2025,10/05/2025,N,1946.03
UOM000966,If-86144,xJ13514wi,25/02/2024,Printer,Ivy Taylor,david.brown@unimelb.edu.au,5741,DOVS,30/04/2025,12/05/2025,N,939.73
UOM000967,hQ-66491,xw39173NX,19/10/2023,Phone,David Brown,henry.moore@unimelb.edu.au,6300,Social Work,30/03/2025,,N,899.74
UOM000968,Lm-32961,wO81489ZO,7/08/2022,Desktop,Emma Jones,alice.johnson@unimelb.edu.au,2417,Physio,17/09/2023,2/05/2024,Y,1861.93
UOM000969,sf-14870,TB13732MC,20/03/2025,Server,David Brown,ivy.taylor@unimelb.edu.au,1354,Social Work,5/05/2025,15/05/2025,N,8686.07
UOM000970,AZ-99901,HS00167Bz,3/06/2022,Phone,Grace Wilson,alice.johnson@unimelb.edu.au,2417,DOVS,20/10/2022,,N,952.91
UOM000971,tx-04050,ee59074bQ,21/01/2021,Printer,Jack Anderson,carol.williams@unimelb.edu.au,6271,DOVS,14/07/2023,4/05/2025,N,249.99
UOM000972,yk-32458,vx81346bW,20/05/2021,Tablet,Jack Anderson,alice.johnson@unimelb.edu.au,2417,Physio,16/02/2024,,N,439.84
UOM000973,jC-16780,dn41008MM,8/06/2021,Monitor,Emma Jones,david.brown@unimelb.edu.au,5741,Social Work,24/02/2025,10/05/2025,N,186.53
UOM000974,gf-27009,Fy07952yc,3/04/2022,Tablet,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Social Work,12/11/2022,,N,843.34
UOM000975,KJ-61104,QU18763LP,1/05/2021,Laptop,Alice Johnson,frank.miller@unimelb.edu.au,3991,DOVS,31/03/2024,1/12/2024,N,1190.22
UOM000976,mQ-25709,bG24427VZ,17/06/2023,Server,Henry Moore,alice.johnson@unimelb.edu.au,2417,Nursing,17/11/2023,26/02/2025,N,8450.08
UOM000977,nn-94067,Vh46113pV,26/11/2024,Phone,Emma Jones,bob.smith@unimelb.edu.au,5312,DOVS,22/01/2025,25/02/2025,N,539.82
UOM000978,WH-42823,ha45009fb,12/11/2021,Server,Grace Wilson,carol.williams@unimelb.edu.au,6271,DOVS,1/03/2022,29/10/2024,N,7052.63
UOM000979,XW-69059,cL47414eh,11/07/2020,Monitor,Alice Johnson,david.brown@unimelb.edu.au,5741,Nursing,30/10/2020,10/03/2024,Y,319.55
UOM000980,lN-62803,yy44328Jy,30/06/2024,Printer,Bob Smith,emma.jones@unimelb.edu.au,8089,Physio,28/02/2025,18/04/2025,N,1300.31
UOM000981,KJ-19356,KB34141XO,15/05/2022,Desktop,Carol Williams,ivy.taylor@unimelb.edu.au,1354,Social Work,23/10/2023,8/04/2025,N,946.96
UOM000982,Xe-39196,Dk96585wf,19/06/2023,Tablet,David Brown,jack.anderson@unimelb.edu.au,9503,Physio,25/06/2023,21/01/2025,N,514.28
UOM000983,Eu-18450,vL28145YF,5/06/2020,Desktop,Ivy Taylor,bob.smith@unimelb.edu.au,5312,Nursing,10/10/2022,12/05/2025,N,1475.89
UOM000984,gi-05491,sx54095zV,2/07/2024,Laptop,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,Physio,19/04/2025,6/05/2025,N,2065.75
UOM000985,kC-50243,pi85595dt,22/04/2025,Phone,Carol Williams,ivy.taylor@unimelb.edu.au,1354,Social Work,10/05/2025,16/05/2025,N,961.17
UOM000986,Dy-42396,mW76603rI,6/06/2020,Tablet,Emma Jones,carol.williams@unimelb.edu.au,6271,DOVS,29/04/2021,8/07/2023,Y,447.3
UOM000987,fk-90628,ii45357bx,3/02/2021,Phone,Jack Anderson,david.brown@unimelb.edu.au,5741,Physio,24/12/2024,25/03/2025,N,440.2
UOM000988,ay-43630,GM29134AH,30/05/2023,Phone,Ivy Taylor,bob.smith@unimelb.edu.au,5312,DOVS,19/08/2023,25/11/2023,Y,879.93
UOM000989,fP-82422,Np90464st,15/01/2024,Server,Henry Moore,grace.wilson@unimelb.edu.au,8826,Social Work,18/02/2024,28/04/2025,N,8178.36
UOM000990,Ww-14575,cb75357Zp,5/05/2022,Phone,Grace Wilson,grace.wilson@unimelb.edu.au,8826,Physio,10/10/2024,20/02/2025,N,996.33
UOM000991,aW-24816,LT25464Im,8/11/2024,Desktop,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Physio,25/11/2024,25/02/2025,N,1869.61
UOM000992,Rb-58949,UY20889vI,12/03/2021,Tablet,Henry Moore,frank.miller@unimelb.edu.au,3991,Social Work,2/11/2024,,N,688.37
UOM000993,Gg-58598,cO79417qY,8/07/2024,Phone,Emma Jones,alice.johnson@unimelb.edu.au,2417,Physio,20/01/2025,,N,299.29
UOM000994,Hv-77199,Ta24713ni,23/01/2023,Laptop,David Brown,ivy.taylor@unimelb.edu.au,1354,SHS,22/07/2024,23/02/2025,N,1731.74
UOM000995,oh-44542,fj53797qO,25/12/2023,Desktop,Emma Jones,henry.moore@unimelb.edu.au,6300,SHS,21/01/2024,,N,2388.34
UOM000996,td-24966,QL70082Kk,15/07/2023,Desktop,Emma Jones,jack.anderson@unimelb.edu.au,9503,Physio,3/07/2024,18/08/2024,N,1395.89
UOM000997,jZ-46695,xg49591fq,20/07/2023,Tablet,Emma Jones,bob.smith@unimelb.edu.au,5312,SHS,25/06/2024,14/03/2025,N,845.8
UOM000998,nZ-21352,qs12165Sa,29/06/2022,Server,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,SHS,9/11/2023,23/05/2024,N,6647.29
UOM000999,LH-57658,hB78602yo,7/08/2024,Phone,Frank Miller,alice.johnson@unimelb.edu.au,2417,SHS,29/09/2024,24/03/2025,N,888
UOM001000,fF-69415,bt90024zY,1/09/2024,Laptop,Henry Moore,bob.smith@unimelb.edu.au,5312,Physio,20/03/2025,27/03/2025,N,2115.8
UOM001001,Ui-63958,om11030UQ,27/09/2020,Server,Bob Smith,david.brown@unimelb.edu.au,5741,Nursing,1/10/2020,27/01/2021,Y,8557.18
UOM001002,MA-45696,PF71170CU,17/01/2024,Tablet,Alice Johnson,bob.smith@unimelb.edu.au,5312,Physio,10/03/2024,6/04/2024,Y,1003.43
UOM001003,To-54996,EZ11278vA,19/03/2025,Tablet,Grace Wilson,ivy.taylor@unimelb.edu.au,1354,Nursing,23/04/2025,,N,894.1
UOM001004,aQ-34261,Jq63586gj,8/02/2023,Monitor,Jack Anderson,frank.miller@unimelb.edu.au,3991,Social Work,30/01/2025,,N,341.85
UOM001005,Ml-25528,Lf60464bX,28/02/2022,Monitor,David Brown,grace.wilson@unimelb.edu.au,8826,SHS,12/04/2024,18/05/2024,N,448.95
UOM001006,GP-64118,FM78014Ct,19/01/2025,Monitor,Jack Anderson,emma.jones@unimelb.edu.au,8089,DOVS,26/01/2025,,N,571.57
UOM001007,MX-05841,oW30665gl,17/12/2023,Printer,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Social Work,23/02/2025,24/03/2025,N,1422.51
UOM001008,KQ-97960,TR33292dt,12/05/2023,Monitor,Carol Williams,bob.smith@unimelb.edu.au,5312,Physio,29/04/2024,8/01/2025,N,503.73
UOM001009,SO-74186,Fw30548iM,27/10/2022,Laptop,Alice Johnson,bob.smith@unimelb.edu.au,5312,Nursing,27/01/2023,26/03/2023,Y,2486.61
UOM001010,LD-49996,lA89525Dr,26/02/2024,Laptop,Carol Williams,frank.miller@unimelb.edu.au,3991,SHS,21/11/2024,6/02/2025,N,1478.56
UOM001011,UK-73971,mO35777jP,16/03/2024,Monitor,Alice Johnson,henry.moore@unimelb.edu.au,6300,DOVS,29/01/2025,26/04/2025,N,242.69
UOM001012,WS-17753,ub86691pi,18/01/2025,Desktop,Jack Anderson,david.brown@unimelb.edu.au,5741,Social Work,8/02/2025,,N,1471.14
UOM001013,fm-62284,pJ97220OW,21/08/2024,Server,Ivy Taylor,carol.williams@unimelb.edu.au,6271,SHS,7/11/2024,28/02/2025,N,5650.37
UOM001014,BE-16571,Kr32279mu,26/04/2022,Desktop,Bob Smith,frank.miller@unimelb.edu.au,3991,Social Work,27/09/2024,4/02/2025,N,1872.85
UOM001015,tq-67906,wE05603qo,3/03/2022,Laptop,Frank Miller,alice.johnson@unimelb.edu.au,2417,SHS,10/08/2023,14/01/2024,Y,2327.92
UOM001016,za-42305,iM74296Rt,24/01/2021,Tablet,Ivy Taylor,bob.smith@unimelb.edu.au,5312,DOVS,25/08/2021,16/12/2021,Y,1024.37
UOM001017,uq-62206,kH43142Zg,12/10/2023,Monitor,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,DOVS,15/09/2024,4/04/2025,N,349.03
UOM001018,Wb-18147,SG91316zZ,18/06/2020,Laptop,David Brown,david.brown@unimelb.edu.au,5741,SHS,6/12/2021,5/07/2022,Y,1292.64
UOM001019,Jj-60962,js71090sD,7/05/2024,Printer,Jack Anderson,alice.johnson@unimelb.edu.au,2417,DOVS,2/12/2024,11/05/2025,N,256.34
UOM001020,tm-68176,nj84046aR,13/10/2024,Phone,Bob Smith,alice.johnson@unimelb.edu.au,2417,Nursing,24/04/2025,4/05/2025,N,942.07
UOM001021,ge-58821,WC88004gM,7/10/2021,Printer,Emma Jones,grace.wilson@unimelb.edu.au,8826,Social Work,11/10/2023,,N,316.22
UOM001022,Lf-63706,gL08115of,13/10/2022,Laptop,Henry Moore,alice.johnson@unimelb.edu.au,2417,Nursing,6/05/2023,11/09/2024,N,1395.16
UOM001023,ND-79740,oC29602CM,14/07/2023,Printer,Bob Smith,henry.moore@unimelb.edu.au,6300,DOVS,11/10/2024,,N,1356.16
UOM001024,qT-61360,Ru42250fH,25/12/2024,Phone,Alice Johnson,david.brown@unimelb.edu.au,5741,SHS,29/04/2025,12/05/2025,N,644.79
UOM001025,FF-66669,pD43000FE,21/04/2025,Desktop,Grace Wilson,carol.williams@unimelb.edu.au,6271,DOVS,2/05/2025,7/05/2025,N,1397.7
UOM001026,oO-11464,Qo28223Wx,10/04/2024,Desktop,Frank Miller,ivy.taylor@unimelb.edu.au,1354,DOVS,11/11/2024,,N,1225.28
UOM001027,ih-61643,LV42381lR,2/08/2023,Monitor,Emma Jones,ivy.taylor@unimelb.edu.au,1354,Social Work,7/02/2025,3/03/2025,N,695.45
UOM001028,mt-14365,Ij48815KN,23/10/2021,Phone,Grace Wilson,jack.anderson@unimelb.edu.au,9503,SHS,22/03/2022,,N,439.52
UOM001029,yI-14984,OY82819Uz,15/02/2025,Phone,Jack Anderson,david.brown@unimelb.edu.au,5741,SHS,15/04/2025,8/05/2025,N,480.99
UOM001030,bj-41598,sh64986GC,2/10/2023,Monitor,Emma Jones,ivy.taylor@unimelb.edu.au,1354,Nursing,10/10/2024,,N,483.71
UOM001031,ja-66481,mH97295Kg,23/06/2021,Laptop,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,SHS,8/09/2023,21/06/2024,N,2438.65
UOM001032,hY-57459,CI54869BO,9/03/2024,Server,Emma Jones,david.brown@unimelb.edu.au,5741,Social Work,11/05/2024,7/09/2024,N,5299.85
UOM001033,dA-93698,KA23016RM,7/04/2022,Server,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,Social Work,16/01/2024,,N,2875.35
UOM001034,IS-47997,Hg86406pQ,27/04/2024,Server,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Nursing,5/05/2025,11/05/2025,N,2967.24
UOM001035,UO-24777,UI76796mr,8/02/2024,Tablet,Alice Johnson,emma.jones@unimelb.edu.au,8089,DOVS,29/09/2024,7/03/2025,N,659.69
UOM001036,kd-81996,Uo72740sR,29/12/2024,Server,Bob Smith,david.brown@unimelb.edu.au,5741,Nursing,15/02/2025,24/03/2025,N,9185.53
UOM001037,xq-33734,zZ23211JQ,28/11/2024,Monitor,Bob Smith,david.brown@unimelb.edu.au,5741,Social Work,21/02/2025,21/02/2025,N,263.93
UOM001038,UA-12176,kW53180PV,22/03/2023,Monitor,Emma Jones,bob.smith@unimelb.edu.au,5312,Physio,29/09/2024,10/04/2025,N,220.4
UOM001039,BA-29638,mB89354zN,7/04/2025,Tablet,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Physio,16/04/2025,25/04/2025,N,908.59
UOM001040,Kz-94146,SK54824Qf,19/02/2023,Desktop,David Brown,henry.moore@unimelb.edu.au,6300,Physio,16/04/2023,,N,2463.62
UOM001041,dD-48764,ct23263Gc,12/10/2024,Phone,Bob Smith,david.brown@unimelb.edu.au,5741,Physio,19/10/2024,,N,926.77
UOM001042,jh-07411,gD64517ya,25/08/2023,Phone,Emma Jones,jack.anderson@unimelb.edu.au,9503,Social Work,15/12/2024,,N,607.57
UOM001043,Da-76462,wf49814Zj,30/03/2021,Tablet,Carol Williams,ivy.taylor@unimelb.edu.au,1354,Physio,28/05/2024,1/06/2024,N,646.2
UOM001044,JQ-62852,rB53127Br,22/04/2024,Monitor,Grace Wilson,frank.miller@unimelb.edu.au,3991,Social Work,18/08/2024,,N,310.3
UOM001045,zu-08229,gg38565qW,12/02/2022,Phone,Frank Miller,frank.miller@unimelb.edu.au,3991,Nursing,11/03/2023,2/05/2024,Y,413.02
UOM001046,NC-16300,Nv97523ar,4/05/2025,Printer,Emma Jones,frank.miller@unimelb.edu.au,3991,Nursing,11/05/2025,15/05/2025,N,759.77
UOM001047,Jo-74526,fM88332Ds,3/11/2023,Phone,Grace Wilson,bob.smith@unimelb.edu.au,5312,SHS,8/10/2024,,N,489.2
UOM001048,gu-43028,hW85901vu,14/09/2022,Laptop,Emma Jones,emma.jones@unimelb.edu.au,8089,Nursing,30/10/2023,,N,2585.84
UOM001049,as-16875,iM84475zd,16/08/2022,Desktop,Henry Moore,david.brown@unimelb.edu.au,5741,Social Work,22/06/2024,8/11/2024,N,1410.67
UOM001050,lF-84351,qu24016Km,11/11/2023,Laptop,Bob Smith,grace.wilson@unimelb.edu.au,8826,DOVS,2/01/2025,8/04/2025,N,2242.89
UOM001051,BA-01558,BI54472Jg,12/10/2022,Server,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Social Work,10/10/2023,22/10/2024,N,3579.65
UOM001052,sb-92350,Qj91335WQ,2/07/2023,Server,Jack Anderson,jack.anderson@unimelb.edu.au,9503,Social Work,21/08/2023,8/06/2024,N,3650.22
UOM001053,ss-60189,rG66241QH,5/02/2021,Laptop,Ivy Taylor,henry.moore@unimelb.edu.au,6300,SHS,10/09/2023,,N,2425.16
UOM001054,Gf-19314,qk18941df,3/04/2024,Desktop,Carol Williams,bob.smith@unimelb.edu.au,5312,Social Work,21/02/2025,3/03/2025,N,1501.59
UOM001055,Jl-63639,HN04129jL,8/01/2024,Monitor,Alice Johnson,henry.moore@unimelb.edu.au,6300,Physio,18/10/2024,13/05/2025,N,193.71
UOM001056,lb-68665,wb31864Fr,31/12/2022,Desktop,Alice Johnson,grace.wilson@unimelb.edu.au,8826,Nursing,30/04/2024,23/02/2025,N,1291.9
UOM001057,Fx-18942,IZ32630Uv,26/02/2022,Monitor,Jack Anderson,carol.williams@unimelb.edu.au,6271,Nursing,26/04/2025,16/05/2025,N,639.19
UOM001058,Vh-56918,Kg63298Jd,4/01/2025,Laptop,Emma Jones,emma.jones@unimelb.edu.au,8089,DOVS,8/02/2025,,N,2054.45
UOM001059,nJ-67780,TZ96848Ss,16/03/2022,Printer,Carol Williams,emma.jones@unimelb.edu.au,8089,Nursing,8/02/2025,26/03/2025,N,529.41
UOM001060,Ku-40657,nr14656Ny,25/03/2023,Server,Jack Anderson,carol.williams@unimelb.edu.au,6271,Nursing,26/04/2024,29/12/2024,N,2608.45
UOM001061,re-88541,BP14815SN,10/06/2023,Phone,Jack Anderson,frank.miller@unimelb.edu.au,3991,Social Work,10/12/2024,23/01/2025,N,901.27
UOM001062,FX-72909,jv87100ee,4/09/2020,Phone,Carol Williams,henry.moore@unimelb.edu.au,6300,Social Work,2/01/2023,,N,878.45
UOM001063,FW-19325,HA58963YP,29/12/2020,Printer,Alice Johnson,frank.miller@unimelb.edu.au,3991,SHS,18/08/2024,4/02/2025,N,761.13
UOM001064,df-53030,Pw32852ri,2/11/2023,Server,Bob Smith,bob.smith@unimelb.edu.au,5312,DOVS,24/01/2024,22/06/2024,N,3449.52
UOM001065,GT-11369,cp02499Co,19/12/2020,Laptop,Frank Miller,grace.wilson@unimelb.edu.au,8826,Social Work,13/09/2022,8/12/2022,Y,1422.23
UOM001066,OY-12080,aJ93805Hg,21/06/2021,Monitor,Emma Jones,emma.jones@unimelb.edu.au,8089,DOVS,5/09/2021,,N,481.27
UOM001067,uE-63921,mm31238rm,29/06/2023,Printer,Bob Smith,carol.williams@unimelb.edu.au,6271,DOVS,25/07/2024,24/04/2025,N,184.33
UOM001068,VU-25912,DR12795yk,20/10/2021,Monitor,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,SHS,7/11/2022,24/10/2023,Y,250.52
UOM001069,Xj-71589,Af79871jz,20/05/2023,Monitor,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Physio,3/12/2023,21/08/2024,N,308.21
UOM001070,yQ-26213,yo34482gL,14/09/2024,Monitor,Frank Miller,jack.anderson@unimelb.edu.au,9503,Social Work,4/03/2025,,N,548.13
UOM001071,Jy-18760,bO37649wb,16/02/2023,Desktop,Alice Johnson,frank.miller@unimelb.edu.au,3991,Physio,1/02/2025,17/02/2025,N,2403.5
UOM001072,tr-51985,SG35229Zb,20/11/2021,Monitor,Emma Jones,jack.anderson@unimelb.edu.au,9503,DOVS,1/08/2023,11/12/2023,Y,585.42
UOM001073,oa-84612,xX53429Qh,29/07/2021,Tablet,Jack Anderson,grace.wilson@unimelb.edu.au,8826,SHS,15/07/2022,16/11/2024,N,1127.49
UOM001074,EF-09114,Sk13842gP,6/02/2025,Monitor,Henry Moore,jack.anderson@unimelb.edu.au,9503,DOVS,4/03/2025,18/03/2025,N,699.08
UOM001075,ov-25675,bO75691bx,9/04/2021,Tablet,Henry Moore,alice.johnson@unimelb.edu.au,2417,Social Work,24/11/2021,13/07/2022,Y,685.11
UOM001076,Tl-67246,Zq30114mx,31/07/2023,Monitor,Henry Moore,ivy.taylor@unimelb.edu.au,1354,DOVS,15/05/2024,24/06/2024,N,514.56
UOM001077,Mt-83901,BC06387DD,31/12/2023,Monitor,Emma Jones,frank.miller@unimelb.edu.au,3991,Physio,9/12/2024,25/12/2024,N,319.34
UOM001078,Zv-50673,Sj37044mC,24/08/2023,Server,Frank Miller,david.brown@unimelb.edu.au,5741,SHS,23/03/2025,23/03/2025,N,4007
UOM001079,tC-96697,Nc22165VY,28/02/2023,Laptop,David Brown,jack.anderson@unimelb.edu.au,9503,DOVS,3/06/2023,,N,1554.41
UOM001080,iF-34616,Fd78535qD,26/07/2021,Monitor,Henry Moore,emma.jones@unimelb.edu.au,8089,SHS,25/03/2025,,N,259.18
UOM001081,IG-74527,AE04673Pc,14/01/2021,Tablet,Grace Wilson,grace.wilson@unimelb.edu.au,8826,DOVS,6/10/2024,9/10/2024,N,866.49
UOM001082,Az-73845,pR23893GL,19/08/2022,Monitor,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Physio,13/05/2023,22/12/2023,Y,620.74
UOM001083,LO-82402,BI48638YA,22/06/2024,Printer,Frank Miller,alice.johnson@unimelb.edu.au,2417,Social Work,7/04/2025,8/05/2025,N,1061.41
UOM001084,pF-22801,BN05670KV,28/05/2024,Printer,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,DOVS,29/11/2024,28/02/2025,N,1465.3
UOM001085,he-93164,gS76351yz,29/05/2021,Phone,Carol Williams,frank.miller@unimelb.edu.au,3991,DOVS,29/03/2024,24/02/2025,N,626.8
UOM001086,wh-49563,PK51613tP,16/06/2021,Server,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Social Work,21/01/2024,24/10/2024,N,2469.7
UOM001087,ir-57651,zH81707nC,13/06/2024,Phone,Emma Jones,bob.smith@unimelb.edu.au,5312,Social Work,20/07/2024,18/01/2025,N,551.22
UOM001088,hc-69746,cn78450uf,15/09/2020,Monitor,Frank Miller,bob.smith@unimelb.edu.au,5312,Social Work,13/04/2022,,N,313.93
UOM001089,Xd-44994,BH75907hB,28/10/2023,Printer,Alice Johnson,emma.jones@unimelb.edu.au,8089,Nursing,30/04/2025,7/05/2025,N,218.04
UOM001090,IW-19717,Af63189pQ,1/09/2024,Laptop,Jack Anderson,henry.moore@unimelb.edu.au,6300,Social Work,6/04/2025,,N,1392.19
UOM001091,ZZ-61887,fZ40319Gt,14/07/2024,Phone,Bob Smith,frank.miller@unimelb.edu.au,3991,Physio,12/12/2024,13/05/2025,N,578.62
UOM001092,FP-29159,Yv30279ma,26/04/2021,Laptop,Bob Smith,emma.jones@unimelb.edu.au,8089,Physio,21/07/2023,28/12/2023,Y,1003.22
UOM001093,GB-75472,Xv75402tK,10/01/2023,Printer,Grace Wilson,jack.anderson@unimelb.edu.au,9503,Physio,3/05/2023,24/07/2023,Y,984.62
UOM001094,eE-70235,pB85171dk,8/06/2024,Phone,Henry Moore,david.brown@unimelb.edu.au,5741,Physio,4/11/2024,,N,285.41
UOM001095,Wk-90440,BN06717Ge,31/03/2023,Desktop,Carol Williams,ivy.taylor@unimelb.edu.au,1354,DOVS,5/11/2024,14/04/2025,N,1873.01
UOM001096,dB-86239,XF47321uh,22/11/2021,Desktop,Carol Williams,grace.wilson@unimelb.edu.au,8826,Social Work,20/08/2022,,N,1893.4
UOM001097,Jo-21420,Bq53490jb,18/07/2022,Phone,Ivy Taylor,carol.williams@unimelb.edu.au,6271,Nursing,1/04/2024,,N,872.88
UOM001098,Ry-06822,eF82642Hq,4/01/2024,Printer,Bob Smith,frank.miller@unimelb.edu.au,3991,Social Work,19/07/2024,,N,859.82
UOM001099,DG-79434,OA23918dS,26/09/2021,Phone,Alice Johnson,frank.miller@unimelb.edu.au,3991,Nursing,26/02/2024,16/02/2025,N,663.55
UOM001100,kB-14681,dT33271Qx,17/05/2022,Printer,David Brown,david.brown@unimelb.edu.au,5741,DOVS,18/05/2023,,N,105.99
UOM001101,Ci-47978,vj00827wQ,27/04/2024,Desktop,David Brown,david.brown@unimelb.edu.au,5741,SHS,10/02/2025,21/04/2025,N,844.63
UOM001102,RO-49590,Lr56356uZ,27/01/2024,Monitor,Bob Smith,frank.miller@unimelb.edu.au,3991,Nursing,27/01/2025,8/03/2025,N,599.95
UOM001103,Jc-24410,RD81950kJ,10/08/2022,Desktop,Bob Smith,carol.williams@unimelb.edu.au,6271,Nursing,25/01/2023,,N,1953.16
UOM001104,oF-48462,hk09438pL,30/07/2021,Laptop,Emma Jones,alice.johnson@unimelb.edu.au,2417,Social Work,24/06/2024,14/12/2024,N,2865.67
UOM001105,tz-44519,gq91022mS,7/06/2021,Server,Grace Wilson,jack.anderson@unimelb.edu.au,9503,Nursing,24/06/2021,15/01/2022,Y,6406.91
UOM001106,ZP-04986,Ka85707Ng,8/04/2023,Desktop,Carol Williams,ivy.taylor@unimelb.edu.au,1354,SHS,15/11/2023,,N,1148.82
UOM001107,hr-50434,My67336kw,17/09/2021,Monitor,Frank Miller,jack.anderson@unimelb.edu.au,9503,Physio,25/06/2022,21/08/2022,Y,207.51
UOM001108,Qt-51885,qW93619Mz,24/03/2024,Laptop,Grace Wilson,frank.miller@unimelb.edu.au,3991,Nursing,23/11/2024,12/02/2025,N,1028.27
UOM001109,UI-94678,Oh99249Oa,13/04/2024,Tablet,Jack Anderson,frank.miller@unimelb.edu.au,3991,DOVS,7/08/2024,28/04/2025,N,464.64
UOM001110,cx-18054,nq78515IH,26/04/2022,Printer,Emma Jones,jack.anderson@unimelb.edu.au,9503,Social Work,10/10/2023,7/03/2025,N,785.31
UOM001111,Yw-22987,Nu36086gl,5/08/2022,Desktop,Frank Miller,grace.wilson@unimelb.edu.au,8826,DOVS,18/10/2023,5/01/2024,Y,1644.24
UOM001112,ub-73728,Bx53450Xv,16/02/2021,Laptop,Grace Wilson,grace.wilson@unimelb.edu.au,8826,DOVS,18/12/2021,12/04/2022,Y,1786.2
UOM001113,mi-90516,Bw28603CN,2/06/2022,Desktop,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Social Work,19/03/2023,28/04/2023,Y,1682.85
UOM001114,gH-94768,ce64675GX,10/02/2025,Tablet,David Brown,ivy.taylor@unimelb.edu.au,1354,Nursing,9/05/2025,11/05/2025,N,590.53
UOM001115,tG-28956,dl49835Jj,12/09/2021,Desktop,Bob Smith,emma.jones@unimelb.edu.au,8089,DOVS,28/02/2025,8/03/2025,N,2076.39
UOM001116,zW-54704,Ow10873RC,30/04/2023,Tablet,Emma Jones,ivy.taylor@unimelb.edu.au,1354,Social Work,24/08/2024,13/04/2025,N,1158.34
UOM001117,Nw-49156,jb07030wj,9/12/2020,Monitor,Emma Jones,henry.moore@unimelb.edu.au,6300,Physio,24/01/2025,,N,619.62
UOM001118,eC-50449,RU13503fM,12/11/2021,Desktop,Emma Jones,grace.wilson@unimelb.edu.au,8826,Nursing,28/04/2022,2/03/2023,Y,2055.2
UOM001119,uy-45740,Pv30304JY,15/11/2020,Printer,Alice Johnson,jack.anderson@unimelb.edu.au,9503,DOVS,14/08/2021,14/08/2023,Y,1007.46
UOM001120,Ed-86950,vy12007WD,25/02/2024,Tablet,Jack Anderson,alice.johnson@unimelb.edu.au,2417,SHS,19/07/2024,23/02/2025,N,916.99
UOM001121,AV-59056,yG51725HG,14/03/2024,Server,Ivy Taylor,henry.moore@unimelb.edu.au,6300,Nursing,29/03/2024,12/09/2024,N,9850.01
